pard_name,exact_match,fuzzy_match,match_score,best_match
Cosi Care Ltd,True,True,100,cosi care
Cosinuss GmbH,False,False,75,corindus
"COSMED USA, Inc.",True,True,100,cosmed usa
Cosmetic Dental Clinic - Durham,False,False,57,pur inside cosmetics
Cosmetic Design Ltd,False,False,69,bode design
Corin Limited,True,True,100,corin
Corindus,True,True,100,corindus
Coris Bioconcept Srl,False,True,89,coris bioconcept
Cosmetic Ceramics Ltd,False,False,68,doceram medical ceramics
Orliman,False,False,73,lima
Ormco Cooperation,False,False,79,rci operating co
Costspex Ltd,False,False,75,ispex co
Coswell S.p.a,False,False,75,coswell spa
Coti Vision Ltd,False,True,90,ci vision
Cotronic Technology Ltd.,True,True,100,cotronic technology
COTSWOLD  DENTAL  LABORATORY.,False,False,73,laboratorios cosmodent s l
Cotswold Eye Care Centre Ltd,False,False,62,joson care enterprise co
Countess of Chester Hospital NHS Foundation Trust,False,False,59,bedford hospital bedfordshire hospitals nhs foundation trust
COUNTY DENTAL,False,False,78,dentall co
County Sales Ltd,False,False,70,con lens
Courtrai Dental and implant practice,False,False,72,j b implant and dental ceramics
COUSIN BIOTECH S.A.S,False,False,82,cousin biotech
Cover SRL,True,True,100,cover srl
Covidien llc,False,False,67,convenient
Covidien llc,False,False,67,convenient
Covidien llc,False,False,67,convenient
Covision Medical Technologies Ltd.,True,True,100,covision medical technologies
COVVI Ltd,True,True,100,covvi
Cowellmedi,False,True,87,cowellmedi co
"Coyote O&P, Inc.",True,True,100,coyote o p
Cranberry International Sdn Bhd,True,True,100,cranberry international sdn bhd
Cranford Opticians Limited,False,False,62,infocus optics
Creagh Medical Ltd.,False,True,89,curea medical
"Create Biotech Co., Ltd.",False,False,81,eone biotech co
"Create Medic Co., Ltd.",True,True,100,create medic co
Createch Medical,False,True,89,createch medical s l
Skill-Tech Dental Studio,False,False,76,hall dental studio
Cosmodent AB,False,False,70,monivent ab
Costco Wholesale UK Ltd,False,True,91,costco wholesale
Ormco Cooperation,False,False,79,rci operating co
Ormed GmbH,True,True,100,ormed
Creative Dental Design,False,False,72,dental creativ management
Creative Dental Laboratory Ltd,False,False,72,laboratoire d'etalons d'activite
Creative Dental Studio,False,False,68,dental creativ management
Creative Implant Solutions,False,False,75,implant solutions west ab
Creative Smile Dental Laboratory Ltd,False,False,69,laboratoire d'etalons d'activite
Credence Dental Care Ltd T/A Brunel Dental Practice,False,False,52,peridenta care dental produkte e k
Credenhill Ltd,False,False,74,credentis
credentis ag,True,True,100,credentis
Credo Diagnostics Biomedical Pte. Ltd. Taiwan branch,False,False,70,bioda diagnostics wuhan co ltd
Credo Therapies Ltd,False,False,75,endo therapeutics
Creo digital lab,False,False,69,creo medical srl
Creo Medical GmbH,True,True,100,creo medical
Creo Medical Ltd,True,True,100,creo medical
Creo Medical S.L.U.,True,True,100,creo medical s l u
Creo Medical UK Limited,True,True,100,creo medical uk
Crescent Dental Laboratory Ltd,False,False,65,access dental lab
Crescent House Ceramics,False,False,59,cellomics shenzhen
Crescent Pharma Ltd,False,True,87,pelham crescent
Crest Medical Ltd,True,True,100,crest medical
Crewe Denture Laboratory,False,False,65,dentek oral care
Crewe VE Ltd,False,False,62,cree sas
Crickdental Ltd,False,False,67,cms dental
Cristalens Industrie,True,True,100,cristalens industrie
Cristaline Aligners GmbH,False,False,59,stylite designs
CROMA PHARMA GmbH,True,True,100,croma pharma
Cromer Dental Lab Limited,False,False,76,access dental lab
Cross Innovations LLC,False,True,85,ecom innovations
Cross Innovations LLC,False,True,85,ecom innovations
Creative Chrome,False,False,62,creative dental concepts
"Creative Dental Concepts, LLC",True,True,100,creative dental concepts
ORMESA s.r.l,True,True,100,ormesa s r l
ORMISTON-ADAMS LTD T/A Hampshire Dental Laboratory,False,False,57,tin lok dongguan dental laboratory co
Crown Aesthetics,True,True,100,crown aesthetics
Crown Care Dental Laboratory,False,False,67,laboratoire de combe d'ase
Crown Ceramics Dental Laboratory,False,False,62,laboratory corporation of america holdings
Crown Dental Burs Ltd,False,False,73,astron dental
Crown Eyecare Ltd,False,False,75,deepcare co
Crownform Eurodental,False,False,63,candulor dental
Crowstone Dental Centre Ltd T/A Inspire Dental Southend,False,False,51,anees dental instrument
Croydon Health Services NHS Trust,False,False,63,linkcare health services sl
Croydon Orthodontics Limited,False,False,80,db orthodontics
Crucible Medtech Ltd,False,False,71,eclipse medtech
Cryo Bio System,True,True,100,cryo bio system
Cryo Products B.V.,True,True,100,cryo products
Cryoalfa Europe GmbH,True,True,100,cryoalfa europe
"CryoConcepts, LP",True,True,100,cryoconcepts lp
CryoIQ global,False,True,90,cryoiq global ab
Cryolab Limited,True,True,100,cryolab
CRYOPAL,True,True,100,cryopal
Cryotherm GmbH & Co. KG,True,True,100,cryotherm gmbh co kg
Crystal cl vision ltd,False,False,69,vision rt
Crystalvue Medical Corporation,True,True,100,crystalvue medical
CSA Medical Inc.,False,True,91,crs medical
CSD Labs GmbH,False,False,67,citra labs
"CTK Biotech, Inc.",True,True,100,ctk biotech
CTL Medical (UK) Limited,False,True,85,ct t medical
"CU Medical Systems, Inc.",True,True,100,cu medical systems
Crossbank Dental Care Ltd,False,False,68,carestream dental
Crown & Bridge Studio Ltd,False,False,58,dutch bridge international
ORN (INT) LIMITED,False,False,67,intin
orochemie GmbH + Co KG,False,False,76,omt gmbh co kg
Orofacial Restorations,False,False,63,transitions optical
Cumbrian Ceramics Crown & Bridge Dental Labs,False,False,55,j b implant and dental ceramics
Cumulus Neuroscience Ltd,False,False,76,mivi neuroscience
Cupid Limited,True,True,100,cupid
Curamedical BV,False,True,93,curan medical bv
Curan Medical BV,True,True,100,curan medical bv
Curapel (Scotland) Ltd,False,False,61,totalcare europe s l
Curas Sdn. Bhd.,True,True,100,curas sdn bhd
Curatex GmbH,True,True,100,curatex
"Curbell Medical Products, Inc.",False,False,82,lch medical products
Cured Click Ltd,False,False,67,comfort click
Curesponse Ltd,True,True,100,curesponse
Curesponse UK Ltd,False,True,87,curesponse
Curetis GmbH,False,False,75,credentis
Curonix LLC,True,True,100,curonix
Current Health Ltd,True,True,100,current health
CurveBeam AI UK Ltd,False,True,89,curvebeam ai
Curzon Dental Limited,False,False,78,dentall co
Cush Health Limited,False,False,80,c4 health
Customed,False,False,77,comed
Customized Covers Limited,False,False,67,cusmedi co
"Cutera, Inc.",True,True,100,cutera
Cutting Edge Ceramics,False,False,65,cutting edge sas
Cutting Edge SAS,True,True,100,cutting edge sas
Cutting Edge Surgical Instruments Ltd,False,False,79,inka surgical instruments
CUI International Ltd,False,True,94,dci international
Cumbria Smile clinic,False,False,61,clini lab srl
curasan AG,True,True,100,curasan
Orrodent,False,False,82,prodent oü
Orteq Sports Medicine Limited,True,True,100,orteq sports medicine
"CVRx, Inc.",True,True,100,cvrx
Cwm Taf Morgannwg University Health Board,False,False,52,gml health care s r o
Cwm Taf Morgannwg University Health Board,False,False,52,gml health care s r o
Cwm Taf Morgannwg University Health Board,False,False,52,gml health care s r o
Cwmbran Dental Spa,False,False,67,cm dental s r l
CX Engineering sp. z o.o.,False,False,71,alps czech engineering s r o
Cyberdyne Inc.,True,True,100,cyberdyne
CyberLiver Limited,False,False,63,cyberdyne
Cyborg Foot Orthoses,False,False,57,orto step d o o
Cyclomedica Australia Pty Ltd,True,True,100,cyclomedica australia pty
Cydar Ltd,True,True,100,cydar
Cylite Pty Ltd.,True,True,100,cylite pty
Cynosure LLC,True,True,100,cynosure
Cypress Adaptive LLC,True,True,100,cypress adaptive
Cyted Ltd,True,True,100,cyted
CyteTech Ltd,False,False,80,tentech
Cytocell Ltd,True,True,100,cytocell
"CYTOGNOS, S. L.",True,True,100,cytognos s l
"Cytophil, Inc.",True,True,100,cytophil
CytoSorbents Inc.,True,True,100,cytosorbents
D B Brocklesby,False,False,67,rockmed bv
D J Ceramics,False,False,67,ceramisys
D L Prosthetics,False,False,81,naked prosthetics
D M Dental,False,False,84,mt dental
D Monitoring UK Limited,False,False,72,dental monitoring sas
D P Dental Laboratory,False,False,68,laboratorios cosmodent s l
Danial Hayton Ltd,False,False,62,yukon medical
UOHVO Limited,False,False,67,roho
Cuxson Gerrard & Co. Ltd.,True,True,100,cuxson gerrard
CV Medica SL,False,True,88,c v medica sl
Ortho Cape SAS,False,False,83,ortho cape
Ortho Caps GmbH,False,True,90,ortho cape
D. J. Osborne,False,False,64,sonar d o o
D. P.  BIRD.  DENTAL LABORATORY.,False,False,68,instrumentation laboratory spa
D. S. Prosthetics Ltd,False,False,81,taska prosthetics
D.& M. Champion.Dental Laboratory.,False,False,68,laboratorios cosmodent s l
D.A. Surgical,True,True,100,d a surgical
D.A.N.D. Metal Industries North Ltd,False,False,70,d a i optical industries s r l
D.B.M. S.r.l.,False,True,91,c b m s r l
D.F. Lawrence.,False,False,64,dim france
D.Fenstec s.r.l.,True,True,100,d fenstec s r l
D.MOSS CROWN&BRIDGE Ltd,False,False,61,bio micron sas
D.O.R.C Dutch Ophthalmic Research Centre (International) B.V.,False,True,98,d o r c dutch ophthalmic research center international
D.W. Young. Dental Laboratory.,False,False,66,tin lok dongguan dental laboratory co
DA Seaman Ltd,False,False,64,uman sense ab
DA VINCI DUBAI LTD,False,False,56,"uab ""sirowa vilnius"""
Da Vinci Lab Limited,False,False,62,vivira health lab
Dacey Ltd,True,True,100,dacey
"Daedalus Wings, Inc  - Trading as Rio Mobility",False,False,59,allmobility trading
"DAESUNG MAREF CO.,LTD.",True,True,100,daesung maref co ltd
Dahlhausen (GB) Ltd,True,True,100,dahlhausen gb
Dainippon Seiki Co Ltd,False,False,58,nippon sigmax co
daisygrip GmbH,True,True,100,daisygrip
"Dakewe (Shenzhen) Medical Equipment Co., Ltd.",False,True,89,shenzhen delica medical equipment co
Dale Medical Products,True,True,100,dale medical products
"Dalim Tissen Co., Ltd.",True,True,100,dalim tissen co
DAMAE Medical S.A.S.,False,False,81,damae medical
D-tek s.a,False,False,67,denteck
D. E. Hokanson Inc,True,True,100,d e hokanson
Ortho Europe,False,True,85,urathon europe
Ortho Group Ltd,False,False,76,the orthotic group
DANMEDICAL LTD,False,False,84,a medical
Dansac A/S,True,True,100,dansac a s
DANTECH DIGITAL DENTAL SOLUTIONS PRIVATE LIMITED,False,False,69,paltop advanced dental solutions
Danumed Medizintechnik GmbH,True,True,100,danumed medizintechnik
Danville Materials,True,True,100,danville materials
Danyang Chanxin Glasses Cases Factory,False,False,53,linhai chengming glasses co
"Danyang Feng Chao Glasses Co., Ltd.",False,False,57,dongyang chanze health materials co
"Danyang Huajun Optical Glasses Co., Ltd.",False,False,66,danyang dayao optical co ltd
"Danyang Huayi Medical Supply & Equipment Co., Ltd.",True,True,100,danyang huayi medical supply equipment co
"Danyang Meijin Optical Glasses Co., Ltd.",False,False,66,danyang dayao optical co ltd
Danyang Sunmed Healthcare Corporation,True,True,100,danyang sunmed healthcare
Daray Limited,False,False,73,dr jay
DARCO (Europe) GmbH,True,True,100,darco europe
DARCO INTERNATIONAL LTD,True,True,100,darco international
Darge Dental Design,False,False,71,argen dental
Darling Eyecare Ltd,False,False,61,edgecare
Dartford & Gravesham NHS Trust.,False,False,50,trust v b investment s l
Daryou Instrument Ltd.,False,False,81,drg instruments
DAS  srl,True,True,100,das srl
"DAS Medical International, SRL",False,True,87,medico international srl
Dassiet Oy,True,True,100,dassiet oy
De Soutter Medical,True,True,100,de soutter medical
Ortho Hemel Ltd,False,False,75,ortho medical
DANIELS MEDIZINTECHNIK GmbH&Co.KG,True,True,100,daniels medizintechnik gmbh co kg
DANLAB,False,False,71,dreamlab
Ortho Laboratory,False,False,80,laboratory thoscane
"Ortho Organizers, Inc.",True,True,100,ortho organizers
Datascope Corp.,True,True,100,datascope
Datex-Ohmeda Inc,True,True,100,datex ohmeda
"Datex-Ohmeda, Inc.",True,True,100,datex ohmeda
Datum Dental Ltd.,True,True,100,datum dental
Daves Dental Laboratory,False,False,70,access dental lab
David Austin Orthodontics,False,False,70,db orthodontics
David Carpenter Ocularist,False,False,60,cagent vascular
David Gould Opticians Ltd,False,False,62,azul optics
David Hillel Optical Limited,False,False,65,evolve optical
David John Emery RDT,False,False,55,mašera kobarid d o o
David Kear Opticians,False,False,65,euro optics bv
David McWilliams Ltd t/a D&D McWilliams Opticians,False,False,49,oti̇med i̇mplant end sağ i̇nş san ve ti̇c ltd şti̇
David Proffitt Dental Laboratory,False,False,62,laboratoire d'etalons d'activite
David Thompson Dental Lab Ltd,False,False,63,hu fa dental a s
Davis Schottlander & Davis Ltd,True,True,100,davis schottlander davis
"Davol, Inc., Subsidiary of C.R. Bard, Inc.",True,True,100,davol inc subsidiary of c r bard
DAWI DENTAL LABORATORY LTD,False,False,68,aurena laboratories ab
Day Lewis Opticians,False,False,67,lewis specials
Daysoft Limited,True,True,100,daysoft
Daytot,False,False,73,datio
Dazzle Dental Laboratory Ltd,False,False,65,helena laboratories
DB Orthodontics Ltd,True,True,100,db orthodontics
dBMEDx Inc.,True,True,100,dbmedx
DCL Hearing Ltd,False,False,78,cleanhearing
DCS Prosthetics - Daniel Smith,False,False,64,exphand prosthetics
DCSTAR INC,False,False,63,starc medical
DD Products & Services Ltd,False,True,88,dd product and services
De Gotzen S.R.L. a socio unico,False,False,72,leva s p a a socio unico
Data Southern Enterprises Ltd t/a DS Medical,False,False,62,tiburon medical enterprises
Datar Cancer Genetics UK Private Limited,True,True,100,datar cancer genetics uk private
Ortho Solutions UK Ltd,True,True,100,ortho solutions uk
Ortho Technology Inc.,True,True,100,ortho technology
Ortho-Care (UK) Ltd,True,True,100,ortho care uk
Decon Wheel AB,False,False,62,dentaleye ab
Decontamination Services Department - AGH Solutions Ltd,False,False,62,scimed services solutions
Decree Thermo Ltd,False,False,69,terumo europe
Dedalus UK Bidco Limited,False,False,65,creo medical uk
DEDIENNE SANTE,False,True,96,dedienne santé
Deepcove Limited,False,False,67,eyelove
DeepPSY AG,False,False,71,deepsen
DeepX Health Limited,True,True,100,deepx health
"Defibtech, LLC",False,False,75,defibtech l l c
Definition Health,False,False,71,fimo health
Degania Silicone Ltd,True,True,100,degania silicone
Degradable Solutions AG,True,True,100,degradable solutions
DeguDent GmbH,True,True,100,degudent
DEHAS Medical Systems GmbH,True,True,100,dehas medical systems
Deintyddfa Glan Dwr,False,False,57,power dental usa
DEKA M.E.L.A. Srl,True,True,100,deka m e l a srl
DEKO MedTech Oy,True,True,100,deko medtech oy
Delabie UK,False,False,63,abbexa uk
Delcath Systems Inc,True,True,100,delcath systems
Delfi Medical Innovations Inc,True,True,100,delfi medical innovations
Delfin Technologies Ltd,False,True,93,delfin technologies oy
Delmont Imaging,True,True,100,delmont imaging
DENTAL BEAUTY BEDFONT LTD,False,False,70,legal beauty kft
Ortho-Clinical Diagnostics,True,True,100,ortho clinical diagnostics
Deben Diagnostics Ltd,True,True,100,deben diagnostics
Debra Woodall T/A Derek Thornton Dental Laboratory,False,False,55,tin lok dongguan dental laboratory co
Dechoker LLC,True,True,100,dechoker
"Ortho-Clinical Diagnostics, Inc.",True,True,100,ortho clinical diagnostics
"Ortho-Clinical Diagnostics, Inc.",True,True,100,ortho clinical diagnostics
Delta Molding LLC,False,False,64,dental wings
Delta Surgical Limited,False,True,85,dex surgical
Deltalab S.L.,True,True,100,deltalab s l
DeltaMed GmbH,False,False,80,deltamed srl
Deltex Medical Limited,True,True,100,deltex medical
Dem Dx Limited,False,False,67,dbmedx
DEMAND Design & Manufacture For Disability,False,False,55,dental manufacturing s p a
Demophorius Limited,True,True,100,demophorius
"Den-Mat Holdings, LLC",False,False,79,dname it holdings
Den-Tech,False,False,80,denteck
Den-Teq Dental Laboratory,False,False,65,tin lok dongguan dental laboratory co
DENCERAM  DENTAL  LABORATORIES  LTD.,False,False,73,dermadry laboratories
Dencraft (Leicester) Ltd,False,False,63,deyan kraft medical srl
Dencraft Dental Laboratories Ltd,False,False,73,dermadry laboratories
Dencraft South Yorkshire Ltd,False,False,56,new york dental kft
Dendron Brands Limited,True,True,100,dendron brands
Denfotex Research Ltd,False,False,73,leadtek research
Deniz Biyokimya Urunleri Dis Ticaret A.S.,False,False,63,adeva biyoteknoloji urunleri ticaret limited sirketi
Denka UK Ltd,False,False,70,ukens dental
DeNovo Healthcare Ltd,False,False,80,ennogen healthcare
Densitas Inc.,True,True,100,densitas
Dent4You AG,True,True,100,dent4you
Dent4You AG,True,True,100,dent4you
Dent4you GmbH,True,True,100,dent4you
Dent8 Dental Laboratory Ltd,False,False,65,laboratorios cosmodent s l
DENTACO GmbH & Co. KG,False,True,88,detax gmbh co kg
"Delsys, Inc",True,True,100,delsys
Delta Med SpA,True,True,100,delta med spa
Ortho-Space Ltd,True,True,100,ortho space
Orthobones,False,False,76,orthobroker
Skillbond Direct Ltd,False,False,69,vision direct bv
Dental Beauty Forest Hill Limited,False,False,67,forstec dental ab
Dental Beauty Northfields Limited,False,False,63,health beauty
Dental Beauty Romford Limited,False,False,63,forstec dental ab
DENTAL BEAUTY SOUTHGATE LTD,False,False,67,health beauty
DENTAL BEAUTY ST ALBANS LTD,False,False,67,asa dental s p a
DENTAL CERAMIC DESIGN LTD,False,False,67,ceramtec dentalvertriebs
Dental Design Laboratory Ltd,False,False,69,tin lok dongguan dental laboratory co
Dental Design Ltd,False,False,75,bode design
Dental Design Studio,False,False,78,mayclin dental studio
Dental Direkt GmbH,True,True,100,dental direkt
DENTAL ELEGANCE DENTAL PRACTICE Ltd,False,False,70,r dental dentalerzeugnisse
Dental Excellence,False,False,71,ecg excellence bv
Dental Excellence Laboratory Services Ltd,False,False,61,helena laboratories
Dental Excellence Labs,False,False,63,final dental lab
DENTAL FILM S.R.L.,True,True,100,dental film s r l
Dental Fx Studios,False,False,80,hall dental studio
Dental World Cornwall Ltd,False,False,65,argon dental srl
Dentalab Ltd,False,False,80,ventlab
DentalBees LINPETRA LIMITED,False,False,65,dentex dental industrial
DentalEye,False,True,86,dentaleye ab
Dentalhitec,True,True,100,dentalhitec
DENTALIA Kft.,False,False,76,mt dental
Dentalia Ltd,False,False,78,itl dental
"Dentall Co., Ltd.",True,True,100,dentall co
Dentalserve.net Ltd t/a CosTech Dental Laboratory,False,False,65,tin lok dongguan dental laboratory co
dentalXrai GmbH,False,False,73,px dental sa
Dentaprime UK Plc,False,False,64,dentaid s l
Dentaria,False,False,71,dentca
Devonshire House Denture Solutions Ltd T/A Devonshire House Dental Laboratory,False,False,51,tin lok dongguan dental laboratory co
Dental Beauty Croydon Limited,False,False,71,astron dental
Dental Beauty Feltham LTD,False,False,71,health beauty
Dentcare Dental Lab UK LTD,False,False,68,final dental lab
"Dentco Dental Laboratory,",False,False,68,laboratorios diet esthetic
DENTEC  (C&C)   DENTAL LABORATORY.,False,False,68,tin lok dongguan dental laboratory co
DENTECH CORPORATION,False,True,86,denteck
Dentech Laboratories Ltd,False,False,84,genes laboratories
Dentechnica Ltd.,False,False,76,technicare
Dentek Oral Care Limited,True,True,100,dentek oral care
Dentika Solutions,False,True,87,ent solutions
Dentil ltd T/A Nextdental.com,False,False,58,anhui jn medical device co ltd
"DENTIS CO., LTD.",True,True,100,dentis co
Dentissimo Dental Laboratory,False,False,63,egj jonkers dental laboratorium jonkers
Dentistry For All,False,False,65,arum dentistry co
Dentistry on the Square,False,False,62,the dental mouth mirror industry
"Dentium Co., Ltd",True,True,100,dentium co
Dentmate Technology Co Ltd,True,True,100,dentmate technology
Dentogenics,False,False,83,dentognostics
dentognostisc GmbH,False,True,92,dentognostics
DENTON INSTRUMENTS,False,False,82,hadi dent instruments
dentona AG,True,True,100,dentona
"DENTONICS, INC.",False,False,82,dentognostics
Dentoworld Ltd,False,False,70,orthoworld
DENTS/Dental Excellence (Technologies) Ltd.,False,False,71,d tech dental technologies
Dentsply De Trey GmbH (Germany),False,False,64,dentsply detrey
Dentsply IH AB (Sweden),False,False,80,dentsply ih ab
Dentsply Implants Manufacturing GmbH (Germany),False,False,83,dentsply implants manufacturing
Dentsply Implants NV (Belgium),False,False,64,alpha dent implants
Labco Limited,True,True,100,labco
Dentaurum GmbH & Co. KG,True,True,100,dentaurum gmbh co kg
"DENTCA, Inc.",True,True,100,dentca
Labcold Ltd,False,False,83,labco
LABEX TRADE LTD,False,False,78,trade leader
Orthobroker bv,False,True,88,orthobroker
Pfizer Manufacturing Belgium NV,True,True,100,pfizer manufacturing belgium nv
Dentsply Tulsa Dental Specialties,False,False,64,r dental dentalmaterialien
Denturamics,False,False,67,dendris
Denture Design,False,False,72,bode design
Denture Design,False,False,72,bode design
Denture Haus LTD,False,False,67,noventure sl
Denture on the move,False,False,68,ontdek de natuur nv
Denture~Lux,False,False,70,noventure sl
Denturecare Uk Ltd,False,False,67,ugin dentaire
Dentures 4 U Limited,False,False,67,identites 49
Dentures Direct,False,True,87,direct dentaire
Dentures Direct Ltd,False,True,87,direct dentaire
DentureTech Laboratory Limited,False,False,67,laboratorio boniquet
Denturist Studio Ltd,False,False,69,studio pontet
Deontics Ltd,False,False,76,dentognostics
Department of Maxillofacial Surgery & Orthodontics,False,False,57,ita o italian orthodontic system srl
Deppeler SA,True,True,100,deppeler sa
Depuy (Ireland),False,True,90,depuy ireland uc
DePuy International Ltd,True,True,100,depuy international
Depuy Ireland UC,True,True,100,depuy ireland uc
"Depuy Mitek, Inc.",False,False,63,dermlite
"Depuy Orthopaedics, Inc.",False,True,85,md orthopaedics
Depuy Spine Inc.,False,False,61,choice spine
Derma Sciences Canada Inc,False,False,80,derma sciences
"Derma Sciences, Inc.",True,True,100,derma sciences
Derma UK Ltd,False,False,67,erma
Dermaco Ltd,True,True,100,dermaco
Dermadry Laboratories,True,True,100,dermadry laboratories
Dermal Laboratories Ltd,False,True,90,dermadry laboratories
"Dentsply LLC, trading as: Dentsply Professional, Dentsply Rinn, Dentsply Sirona, Sultan Healthcare",False,False,47,ivor shaw ltd trading as pennine healthcare
Dentsply Sirona Orthodontics Inc. (Florida),False,False,82,dentsply sirona orthodontics
Dermatuff Ltd,False,False,62,erma
"DERMICA LABORATOIRES EUROPE, S.L.",False,False,69,dermadry laboratories
"DermLite, LLC",True,True,100,dermlite
Dermosciences France,True,True,100,dermosciences france
"DeRoyal Industries, Inc",False,False,81,daw industries
Derungs Licht AG,True,True,100,derungs licht
DESARROLLO E INVESTIGACIÓN MÉDICA ARAGONESA S.L. (DIMA S.L.),False,True,89,desarrollo e investigacion medica aragonesa s l
Design & Smile Ltd,False,False,76,we design
Design Abled Ltd,True,True,100,design abled
Design Ceramics Limited,False,False,67,ceramisys
Design Eyewear Group LIMITED,False,False,82,hoet eyewear design
Design prosthetics Ltd,False,False,76,ifit prosthetics
Design Veronique,False,False,69,variation design
Designability Charity Ltd,True,True,100,designability charity
"Designs for Vision, Inc.",True,True,100,designs for vision
DETAX GmbH,True,True,100,detax
DEVICES & TECHNOLOGIES TORINO S.r.l.,False,True,90,devices technologies torino
Devicor Medical Products Inc,True,True,100,devicor medical products
DeVilbiss Healthcare LLC.,True,True,100,devilbiss healthcare
Devintec Sagl,True,True,100,devintec sagl
Devirex AG,False,False,67,zevex
Devon Dental Laboratories Ltd,False,False,77,clonallon laboratories
Devon Disability Collective Ltd,False,False,64,collective minds radiology
Devonshire House Dental Laboratory,False,False,63,egj jonkers dental laboratorium jonkers
Mologic Ltd,True,True,100,mologic
DermaSensor Inc.,True,True,100,dermasensor
Dermatonics Ltd,False,False,76,haermonics
Moltoplast GmbH,False,False,84,coloplast
Molzym GmbH and Co. KG,False,True,89,molzym gmbh co kg
Orthocell Limited,True,True,100,orthocell
Deymed Diagnostic s.r.o.,False,False,84,dds diagnostic s r l
"Dezhou Purism Medical Technology Co., Ltd",True,True,100,dezhou purism medical technology co
"DFI Co.,Ltd.",True,True,100,dfi co ltd
DFS-DIAMON GmbH,True,True,100,dfs diamon
"DGH Technology, Inc.",True,True,100,dgh technology
DGNCT LLC,False,False,62,degudent
DGS Diagnostics A/S,True,True,100,dgs diagnostics a s
DHC Innovations Ltd,True,True,100,dhc innovations
"DHEF, INC.",True,True,100,dhef
Dia.Metra S.r.l,False,True,89,me dia s r l
DIA.PRO Diagnostic Bioprobes S.r.l.,True,True,100,dia pro diagnostic bioprobes s r l
Diaco Biofarmaceutici S.R.L.,False,True,88,diaco biofarmaceutici srl
DIACO BIOFARMACEUTICI SRL,True,True,100,diaco biofarmaceutici srl
Diacor Inc,True,True,100,diacor
DiaDent Group International,True,True,100,diadent group international
Diagam SA,False,False,78,diagramma
Diagante,True,True,100,diagante
DIAGAST,True,True,100,diagast
Diagenode S.A.,False,False,70,dna genotek
DiagnOptics Technologies B.V.,True,True,100,diagnoptics technologies
"Diagnostic Automation / Cortez Diagnostics, Inc.",False,False,68,autobio diagnostics co
Diagnostic Green GmbH,False,False,82,genome diagnostics
Devyser AB,True,True,100,devyser ab
"DexCom, Inc.",False,False,71,dexcowin
Orthocraft Ltd,False,False,70,orthocolor
Orthodental Ltd.,False,False,78,prontodental
Diagnostic Reagents Ltd,False,False,78,exact diagnostics
Diagnostica Stago,True,True,100,diagnostica stago
"Diagnostics Biochem Canada, Inc.",True,True,100,diagnostics biochem canada
Diagnostics for the Real World Ltd,False,False,69,thermo fisher diagnostics
Diagnosys LLC,True,True,100,diagnosys
Diagnotix B.V.,True,True,100,diagnotix
"DIAGONAL MEDICAL ESTHETIC, S.L.",True,True,100,diagonal medical esthetic s l
DIALAB GmbH,False,False,71,indica labs
DiaMed GmbH,True,True,100,diamed
Diamedica (UK) Ltd,True,True,100,diamedica uk
DiaMex GmbH,False,False,83,edimex
Diamond Ceramics Ltd,False,False,67,fine art ceramics
Diamond Dentures Ltd,False,False,69,dfs diamon
Diana Medical Factory Co. Ltd,False,False,80,factor medical
diane washington,False,False,58,kaio dia
Dianosic,False,False,82,diagnosis
Diapath SpA,False,False,75,diapath s p a
Diapharm Ltd,False,False,78,stadapharm
Diapro Tıbbi Ürünler Sanayi ve Ticaret A.Ş.,False,False,81,rd medikal tıbbi ürünler san ve tic a ş
Diasoft B.V.,True,True,100,diasoft
DiaSorin  Italia S.p.A.,True,True,100,diasorin italia s p a
DiaSorin  Italia S.p.A. UK Branch,True,True,100,diasorin italia s p a uk branch
DiaSorin  Molecular LLC,False,False,71,abbott molecular
DIAsource ImmunoAssays SA,False,True,94,diasource immunoassays
Orthodontic Excellence Limited,False,False,74,hespeler orthodontics
"Diagnostic Hybrids, Inc.",False,False,81,yd diagnostics
Diagnostic Imaging Ltd,True,True,100,diagnostic imaging
Orthodontic Health Limited,False,False,77,hespeler orthodontics
OrthoDx Holding Ltd,False,False,69,orteq holdings bv
Orthofix Ltd.,True,True,100,orthofix
Orthofix S.r.l.,False,False,79,optoflex s r l
ORTHOMERICA PRODUCTS INC,True,True,100,orthomerica products
Orthomobility Ltd,True,True,100,orthomobility
DICOM Grid Inc. d/b/a Ambra Health,False,False,58,oy ge healthcare bio sciences ab
DIDACTIC S.A.S.,False,False,73,ssi diagnostica a s
Diesse Diagnostica Senese Spa,False,False,83,diesse diagnostica senese s p a
Dietary Assessment Ltd,False,False,59,tietoevry sweden ab
Dieter Marquardt Medizintechnik GmbH,True,True,100,dieter marquardt medizintechnik
DIETZ GmbH,False,False,62,dietz power
Diffuplast S.r.l.,False,False,80,diffuplast srl
Digiray Corp.,False,False,71,digipax
Digital Anatomics S.L.,False,False,67,haemonetics italia s r l
Digital Dental Laboratory Ltd,False,False,68,tin lok dongguan dental laboratory co
DIGITAL DENTOLOGY LABORATORY LIMITED,False,False,63,biolytical laboratories
Digital Lithos,False,False,78,digitalis
DIGITAL PROSTHETICS LTD,False,True,86,ifit prosthetics
Digital Rehabilitation Ltd,False,False,68,replication medical
Digital Smile Centre Ltd,False,False,65,cantel medical italy
Digiterm Kft.,False,False,67,digitimer
