pard_name,match_found
"Boston Medical Products, Inc.",True
OPED GmbH,True
Open Bionics Ltd,True
Open Medical Ltd,False
OpenPredictor Holdings Limited,False
"Operating Theatre Medical (Hubei) Co., Ltd.",False
Operational Surgical,True
Operon S.A.,False
"Ophiomics - Investigação e Desenvolvimento em Biotecnologia, S.A. (Ophiomics)",False
Ophtec BV,True
OPHTECS CORPORATION,False
Ophthalmic Experts Limited,False
OPHTHALMIC RESEARCH AND DEVELOPMENT LIMITED,False
Ophthalmo Pro GmbH,True
Shaw Eyecare Limited,False
Bradshaw Medical Inc. (dba Intech),False
Braebon Medical Corporation,True
Braemar Manufacturing LLC,False
BRAHMS GmbH,False
Brain Science Tools B.V.,False
Brain Stimulation AB,True
Brain+ A/S,False
Braun & Company Limited,False
Bray Group Ltd,False
Breas Medical AB,True
Breas Medical Limited,False
C A Samuel Dental Prosthetics,False
Bradburn Dental Solutions Ltd,False
Braderm SRL,False
BrainCool AB,True
Opitek International,True
Pfaff medical GmbH,False
"Breg, Inc",False
"Breg, Inc",False
Breitfeld & Schliekert GmbH,True
Bremadent Premier (Bristol) LTD,False
Brendan Brookshaw Prosthetics Technician,False
Brera Medical Technologies S.R.L,False
brian Bigmore,False
Brian Clark Opticians,False
Brian Michie Opticians,False
Bridea Medical bv,False
Bridge Dental Care,False
Bridge Dental Laboratory Ltd,False
Bridge Street Optometrists Ltd,False
Bridge-Rite Ceramics,False
BridgeMaster medical Limited,True
Bridgwater Dental Laboratory,False
Bright Optics,False
Bright Technologies Ltd,False
Brighter Futures Together CIC,False
Brighton Dental Clinic Ltd T/A Digital Dental Labs,False
Brighton Dental Lab,False
Brightwake Limited Trading as Advancis Medical,False
Brignall Opticians Ltd.,False
Brintal Limited,False
British Society for Paediatric Endocrinology and Diabetes,False
BRITTEN DENTURES LTD,False
BRM Extremities srl,False
Broadgate Dental Laboratory Ltd,False
C A W Dental Ceramics,False
bredent medical GmbH & Co. KG,True
Breeze Dental Laboratory,False
OPPO Medical Inc.,True
OPRO International Ltd,True
OPRO LTD,False
Brooklands Dental Laboratory,False
"BrosMed Medical Co., Ltd",True
Brownbills,False
Brownmed Inc.,False
Bruin Biometrics LLC,False
Bruker Daltonics GmbH & Co. KG,False
BRUMABA GmbH & Co. KG,True
Bryant Medical Ltd (t/a Bryant Dental),False
Brymill Cryogenic Systems,False
BSN medical GmbH,True
BSN medical GmbH,True
BSN Medical Inc.,True
BSN Medical Pty Ltd,False
BSN Medical S.A.S,False
BSN-Jobst GmbH,True
Bsure Medical BV,False
"BTE Technologies Inc, 7455-L",False
BTL Industries Limited,False
BTT Health GmbH,True
Bubble FLO Ltd,True
Buchanan Orthotics Ltd,False
Buckle and McGrath Ltd T/A Buckle Advanced Dental Care,False
C and S Dental Laboratory,False
Skegness Dental Laboratory,False
Brockley House Orthodontics,False
"Broncus Medical, Inc.",False
BRUNSWICK DENTAL LABORATORY,False
"Opsens, Inc.",False
PFD NI LTD T/as Portstewart Family Dental Practice,False
Buizer Family Eyecare Ltd,False
Buraq Surgical Corporation,True
Burlington Dental Laboratory,False
Burmeier GmbH & Co. KG,True
Burnham Dental Practice,False
Burnshield (Pty) Ltd,True
Burton McCall Ltd,False
Burton Medical LLC,False
Burton Medical LLC,False
Burton Upon Trent VE Limited,False
bury denture clinic,False
Bury St Edmunds VE Ltd,False
BUSCH & CO. GmbH & Co. KG,False
"Butterfly Network, Inc.",True
Buxton biomedical Inc,False
Buxton V E Limited,False
Buydefinition Limited,False
"BV MEDICAL TECHNOLOGIES, SL",False
BWF Dental Laboratory,False
BXTAccelyon Ltd,False
"BYD Precision Manufacture Co., Ltd.",False
"BYD Precision Manufacture Co., Ltd.",False
Byrnes Dental Laboratory Ltd,False
BYTECH  DENTAL,False
C & H Dental Lab,False
C & J Dental Technologists Ltd,False
Budleigh Salterton Dental Practice and Implant Centre,False
BÜHLMANN Laboratories AG,True
OPT SurgiSystems S.r.l.,False
Optalmed LLC,False
OPTEC USA Inc,False
Optellum Ltd,True
C the Signs Limited,False
C. E. Buggins & Co Ltd,False
C.I.O.M. SRL,False
"C.L. STURKEY, INC.",False
C.O.C. Farmaceutici S.r.l.,True
C&C Dental Laboratory,False
C&S Footwear Adaptions Ltd,False
C&S Seating Ltd,False
"C2N Diagnostics, LLC",False
Cablon Medical B.V.,False
Cactus Dental Technology Limited,False
Cadby Dental,False
Cadcamics Limited,False
CADskills BV,True
"Cadwell Industries, Inc.",True
Caemora LTD,False
Caesarea Medical Electronics Ltd.,True
CAHOUET,False
CAIR LGL,True
CAIRE Diagnostics Inc.,False
C Parkman Dental Technology,False
C R Williams Opticians Ltd,False
C-Pro Direct Ltd,False
C. P. P Denture Studio,False
CA-MI S.R.L.,True
"OPTI Medical Systems, Inc.",False
Optical Care Centre Ltd t/a Crystal Eye Centre,False
Caledonian Ceramics Dental Laboratory,False
Caleres Europe Ltd,False
"CalibreScientific US, Inc.",False
Callegari Srl,False
Calleo Ltd,False
CALPRO AS,True
Caltag Medsystems Ltd,False
"CALZAMEDI, S.L.",True
Calze G.T. S.r.l.,True
Calzificio Pinelli Srl,False
Camark SA,False
Camascope Limited,False
"Cambodian Textiles Worldwide Phnom Penh Works Co.,Ltd.",False
Camborne Denture Clinic,False
Cambridge Adaptive Testing,False
Cambridge Clinical Laboratories Ltd,False
Cambridge Cognition Ltd,False
cambridge dental ceramics ltd,False
Cambridge Digital Health,False
Cambridge Life Sciences Ltd,False
Cambridge Medical Innovation Ltd,False
Cambridge Novolab Limited,False
CamDiab Ltd,True
Cameron Graham Ltd,False
Cameron Optometry Limited,False
CAMHS Digital Lab,False
Camntech Ltd,False
CairnSurgical Inc,False
Calcivis Limited,False
Optical Farm HK Limited,False
Camurus AB,True
Candela Corporation,False
Candid Care Co.,False
Candulor AG,False
Canè S.p.A.,True
CANNORDIC A/S,False
Canon Inc.,False
Canon Medical Diagnostics Corporation,False
Canon Medical Informatics A/S,False
Canon Medical Informatics Inc.,False
Canon Medical Systems Corporation,False
Canonbury Products Ltd,False
Canpol sp z.o.o,False
Cantel (UK) Ltd,False
Cantel Medical (Italy) S.r.l.,True
Canterbury Scientific Limited,True
Canterbury Scientific Ltd,True
Canton Dental Laboratory,False
Canton Optics Ltd,False
Cantor Barnard Ltd,False
Canyon Medical Inc,True
Capatex Care Ltd,False
Capatex Medical (A Division of Capatex Ltd ),False
"Capenergy Medical, S.L.",True
Dental Art Ceramics,False
Campbell Labs Ltd,False
Camstent Limited,False
Optical Outlook Limited,False
Caprice Atelier LTD,False
"CapsoVision, Inc.",True
"Caption Health, Inc.",False
Carbasse Implant & Dental Centre,False
Carbofix Orthopeadics Ltd,False
Carbon Medical Technologies Inc,False
Carden Place Dental Practice Ltd,False
Cardia Innovation AB,True
Cardia International A.S.,False
"Cardiac Assist, Inc.",False
Cardiac Dimensions Inc.,False
"Cardiac Pacemakers, Inc., a subsidiary of Boston Scientific Corporation",True
CardiacSense Ltd,True
Cardiff And Vale UHB Dental Laboratories,False
Cardiff and Vale University Health Board,False
Cardiff and Vale University Health Board Rehabilitation Engineering Unit,False
Cardiff and Vale University Hospital Llandough,False
Cardiff and Vale University Hospital of Wales,False
Cardiff Orthodontic Laboratory,False
Cardinal Health,False
"Cardinal Health 200, LLC also trading as Cardinal Health",False
CARDIO CALM SRL,False
Cardio-Phoenix Inc.,False
CardioDynamics B.V.,True
Optical World (Southall) Ltd,False
"Caplugs, Inc.",True
Capri Healthcare,False
Optical3 Ltd,False
OPTICO LTD,False
"CardioRenal Systems, Inc",False
CardioTek B.V.,False
"Cardiovascular Systems, Inc.",False
Cardisio GmbH,False
"Cardiva Medical, Inc",False
Care & Independence Ltd,True
Care Corner Limited,False
Care Essentials Pty Ltd,True
Care Lamps Ltd,True
Care Platforms Pty Ltd T/A Careleda,False
Care Surgical Limited,False
CareCo (UK) Limited,False
CareDx AB,True
CareDx Pty Ltd,False
Careflex,False
CareFusion,False
"CAREGEN CO.,LTD.",False
Careglove Global SDN BHD,True
Caregroup Sight Solution Private Limited,False
Caregroup Sight Solution Private Limited,False
"CareHealth America Corporation dba Express Diagnostics Int'l, Inc.",False
CareLoop Health Ltd,False
"CareMax (Anhui) Co., Ltd.",True
OptiGene Limited,False
Cardionovum GmbH,True
CardioPrecision Ltd,False
Optikon 2000 S.p.A. società unipersonale,False
Optima (Faversham) Limited,False
"Caremed Supply, Inc",False
Careology Health Limited,False
Carestream Dental LLC,True
"Carestream Health, Inc.",False
Carew Dental Limited,False
Carilex Medical Inc.,False
"Caris MPI, Inc. D/B/A Caris Life Sciences",False
Caristo Diagnostics Limited,True
Carl J.Humphries Dental Ceramics Ltd,False
Carl Kearney Dental,False
Carl Reiner GmbH,False
Carl Zeiss Ltd,True
Carl Zeiss Meditec AG,True
"Carl Zeiss Meditec, Inc.",False
Carl Zeiss Microscopy GmbH,True
"Carl Zeiss Suzhou Co., Ltd.",True
Carl Zeiss Vision GmbH,True
Carl Zeiss Vision International GmbH,True
Carl Zeiss Vision UK Ltd,False
"Carlton & Stanley (Shevington), Carlton & Stanley (Bridgfords, Leigh)",False
CarlyLab,False
CARMAT SA,False
Carmelton (Jiangmen) Healthcare Limited,True
Cavex Holland BV,True
Caremed Alrick Healthcare T/A Caremed Healthcare,False
Caremed Alrick UK Ltd,False
Optima Exeter Ltd T/A Bennett & Rogers Opticians,False
Optima Medical Swiss AG,False
OPTIMA MOLLITER SRL,False
OPTİMAL SAĞLIK ÜRÜNLERİ SAN VE DIŞ TİC LTD.ŞTİ,False
Carterhouse Dental Laboratory,False
"Cascade Designs, Inc.",False
CASCINATION AG,True
"Case Medical, Inc.",False
Casis International,True
CASMED INTERNATIONAL LTD,False
Cassini Technologies B.V.,False
Casterbridge Solutions Ltd T/A Casterbridge Dental Studio,False
Castilian Street Dental Practice.,False
Castle Crown & Bridge,False
Castle Dene Dental Laboratory,False
Castle Dental Laboratory Ltd,False
Castle Dental Studio Limited,False
castle dental technicians ltd,False
Castledale Ceramics Ltd,False
"CAT Resources, LLC",False
Catachem Inc,False
Cathay Manufacturing Corp,True
Catheter Precision Inc.,False
CathWorks Ltd,False
Cavendish Imaging Limited,False
Cavendish Implants Ltd,False
Evergreen Dentistry,False
CarpoNovum AB,False
Carson Optical,False
Carter Bailey Opticians Ltd,False
OptimallyMe Limited,False
"Optiman Group, Inc",False
Optimas Medikal Ürünler Sanayi Ticaret Ltd. Sti.,False
Optimed Medizinische Instrumente GmbH,True
Optimi Health Limited,False
Optimise Health Limited,False
Optimized Body & Mind,False
Optimized Ortho Pty Ltd,True
Optimum Coatings Ltd,False
Optimum Medical Solutions Limited,True
Optimus Dental,False
Optique Vision (Lincoln),False
Optium Medikal Ltd. Şti,False
Optivision Opticians Ltd,False
Opto Health Ltd,False
Cayenne Medical,True
CB & N LTD,False
CB Dental Materials GmbH,False
CB Dental Reg. GmbH,False
CBC Dental Lab,False
CBI Dental Studio,False
CC Wellness LLC,False
CCD Laboratoire,False
CCDL Limited,False
CCIR ASIA PACIFIC LIMITED,True
CCM Laboratories Ltd,False
CD Diagnostics,False
CD Medical Ltd,False
CEGLA Medizintechnik GmbH,True
Ceiba Healthcare Ltd.,False
CB Healthcare Consulting GmbH,True
Optomed OYJ,False
CellPath Ltd,False
Cells4Life  Group LLP,False
Cellview Imaging Inc.,True
CEMAG CARE,True
Cemar Electro Inc,False
Cendres+Métaux SA,True
CenterPoint Systems LLC,True
Centervue SpA,False
Centinel Spine LLC,True
Centogene GmbH,True
Central  Crown and Bridge,False
Central Decontamination Unit - Clyde Sector,False
Central Dental (Kempston) Laboratory Ltd,False
Central Manchester Healthcare NHS Trust,False
Central Medical Supplies Ltd,False
Central Medicare Sdn. Bhd.,False
Central Orthodontics Limited,False
Central Orthodontics Stirling,False
Central Prosthetics( M.A.Fletcher),False
Centre of Dental Excellence LTD,False
Centre of Eyecare excellence with Plymouth University,False
Centrix Inc.,False
Centrostyle SPA,False
Centurion Medical Products LP.,False
CEODEUX SA,False
Cephas Medical Pvt Ltd,False
Cell Projects Ltd,False
CellaVision AB,True
Optomistry Limited,False
Optonet Ltd,False
Optopol Technology,False
Optos Plc,False
"Optovue, Inc.",True
Ceramiart Dental Laboratories Ltd.(MJ.Roetjens.MD),False
Ceramic Art Dentallabor UG,False
Ceramic Techniques Limited,False
Ceramident Technics,False
CeramOptec GmbH,True
CeramTec Schweiz GmbH,False
Ceramtech Limited,False
CERAPEDICS INC,False
cerascreen GmbH,True
Cerca Biotech GmbH,True
Cercare Medical A/S,True
"Cerenovus, Inc.",True
"Cerenovus, Inc.",True
CERKAMED - (Przedsiybiorstwo Produkcyjno-Handlowe CERKAMED Wojciech Pawlowski),False
Cerner Corporation,False
Ceroplast Ltd,False
"Cerus Endovascular, Ltd.",True
Cestradent,False
Cetro Medical AB,False
CEX INTERNACIONAL S.A.,False
Cepheid Inc,True
CERAMDENT,False
CERICHEM BIOPHARM SRL,False
CGS Dental Laboratory,False
CH Dental Prosthetics,False
"CHA Meditech Co., Ltd.",True
"Chabner XRT, LLC",False
Chalice Medical Ltd,True
"Chamfond Biotech Co., Ltd",False
Champ Mobility,False
Champion Manufacturing Inc.,False
Champions Implants,False
Chaneco Ltd,False
"Changchun LYZ Technology Co., Ltd.",False
"Changde Gelan Medical Device Co., Ltd.",True
"Changde Yicheng Medical Instrument Co., LTD",True
Change Healthcare Canada Company,True
"Changsha Anxiang Medical Technology Co., LTD",False
"Changsha Renji Medical Equipment Co., Ltd.",False
Changsha Sinocare Inc.,True
Changshu Kangbao Medical Appliance Factory,True
"Changshu Pingfang Wheelchair Co., Ltd",False
Changshu Shangchi Dental Materials Co. Ltd,False
Changshu Taining Medical Equipment Co. Ltd,False
Knight Dental Design LTD,False
CG Dental Laboratory,False
CG Med SAS,False
Knight Scientific Limited,False
OPTUM HEALTH SOLUTIONS (UK) LIMITED,False
Ora Medical Inc.,False
"Changzhou Endoclean Medical Device Co.,Ltd",False
"Changzhou Haiers Medical Devices Co., Ltd",True
"Changzhou Health Microport Medical Device Co., Ltd.",False
"Changzhou Hongtai Paper Film Co., Ltd",False
"Changzhou Hualian Health Dressing Co., Ltd.",True
"Changzhou Hupan Medical Co., Ltd",True
"Changzhou Intl. Trade & Enterprises Cooperative Co., Ltd.",False
"Changzhou Major Medical Products Co., LTD",False
"Changzhou Maokang Medical Products Co., Ltd.",False
"Changzhou Medical Appliances General Factory Co.,Ltd",False
"Changzhou Shengkang Medical Instrument Co.,Ltd",False
"Changzhou Sifary Medical Technology Co., Ltd.,",False
"Changzhou Tongda Medical Appliance Co., Ltd.",False
"Changzhou Waston Medical Appliance Co., Ltd.",True
"Changzhou WeiPu Medical Devices Co.,Ltd.",False
"Changzhou Wujin Jinxingda Medical Appliance Co., Ltd.",False
"Changzhou Yuekang Medical Appliance Co., Ltd.",False
CHISWICK V.E. LIMITED,False
Oracle Dental Cermaics,False
ChangZhou BoMedent Medical Technology Co Ltd,False
"Changzhou DSB Medical Co.,Ltd.",False
Oral Arts Laboratory Ltd,False
Oral Care Innovations ltd (Abergele),False
"CHANVOL MEDICAL TECHNOLOGY CO., LTD",False
CHAPEL  DENTAL  LABORATORY.,False
Chapman Dental Solutions,False
CHARCO NEUROTECH LTD,False
"CHARDER ELECTRONIC CO., LTD.",False
Charles Clifford Dental Hospital NHS,False
Charles Lea Opticians Ltd,False
Charlotte J Bishop,False
CHARMANT FRANCE,True
CHARMANT INC,False
Charnwood Chrome,False
"Charter Medical, LLC",False
Cheadle Hulme Dental & Cosmetics,False
Check Point R&D Ltd,False
Check4Cancer,False
"Checkpoint Surgical, Inc.",True
Cheers Health Care Limited,False
Cheetah-Medical (Israel) Ltd trading as Baxter Tel Aviv,False
Chefaro Ireland DAC,False
CHEIRÓN a.s.,True
Chelmer Surgical Supply Ltd.,False
"Chemence Medical, Inc.",False
Chemichl AG,True
"CHEMILENS (JIAXING) CO,. LTD",False
CHEMILENS VIETNAM JOINT STOCK COMPANY,False
Oral Ceramics,False
"Channel Medsystems, Inc.",False
Chanter Biomed Limited,False
Oral Creations Dental Laboratory LTD,False
ORAL DESIGN HARLEY STREET,False
Oral Facial Laboratory.,False
Oral Health Solutions Ltd,False
Oral smile dental laboratory,False
Oraldent Limited,False
Orametrix Inc (Texas),False
Orantech Inc.,True
"OraSure Technologies, Inc.",False
Orbit Health GmbH,True
"OrbusNeich Medical (Shenzhen) Co. Ltd,",False
OrbusNeich Medical B.V.,False
Orby Dental Laboratory,False
OrCam GmbH,True
OrCam Technologies LTD,True
"Chengdu Daxan Innovative Medical Tech Co., Ltd.",False
"Chengdu Xinjin Shifeng Medical Appratures & Instrument Co., Ltd.",False
Chilli Dental Laboratory,False
Chiltern Invadex (UK) Limited,False
Chin Kou Medical Instrument Co. Ltd,False
"China HuaMei Medical Instrument Co., Limited",False
Chinesport spa,True
Chingford Dental Laboratory,False
"CHIRANA T.Injecta, a. s.",False
Chiron Digital Health Ltd,False
Chiswick Denture Clinic,False
Chemo Mouthpiece LLC,False
Chemotechnique MBDiagnostics AB,False
Chemviron Carbon Ltd,True
Orchard Dental Laboratory,False
Orfit Industries,True
ChM sp. z o.o.,False
Choice Med,False
Choice One Medical Inc.,False
"Chongqing iSIA BIO-Technology Co., Ltd.",False
"Chongqing KangHuaRuiMing Science Technology Co., Ltd.",True
"Chongqing Keysmile Biological Technology Co., Ltd",True
"Chongqing PSK-Health Sci-Tech Development Co., Ltd.",True
Chongqing Qing Er Technology Company Limited,True
"Chongqing Shiyuanqing Technology Co., Ltd",False
Chongqing Shun Meiji Medical Equipment Inc Co Ltd,False
"Chongqing Sunkingdom Medical Instrument Co.,Ltd.",False
"Chongqing Xishan Science & Technology Co., Ltd.",False
"CHONGQING YEASN SCIENCE-TECHNOLOGY CO.,LTD.",False
Chordate Medical AB,True
Chris Boyde,False
Chris Cowell Castings,False
Chris Frizzell Dentures Ltd,False
Chris Howe Ceramics Ltd,False
Chris Plant Dental Lab,False
Chris Woods Eyecare,False
Coast Dental Health & Beauty Ltd,False
Total Rehab,False
chitotech company,False
Chiyewon Co. LTD.,False
"Organ Recovery Systems, Inc.",False
Organon LLC,True
CHROMagar,False
Chrome Cast (UK) Ltd,False
Chrome Design Limited,False
Chrome Hearts LLC,False
Chrome innovation limited,False
Chrome Surgical Ltd,False
Chrono-log Corporation,True
Chronomics Limited,False
Chronos Imaging LLC,True
Chunc Limited,False
Church and Dwight Co Inc,False
Church House Dental Practice Ltd,False
Church Street Dental Practice,False
Church View Dental Practice Ltd,False
CIGA Healthcare Ltd,True
CIM med GmbH,True
"CIMA TECHNOLOGY, INC",False
CIMON MEDICAL AS,False
Cimpax ApS,False
Cinch Laboratories,False
Cinchortho Ltd,False
CINOGY System GmbH,True
Cipher Surgical Limited,False
CIR Medical SAS,False
"CIRCA Scientific, Inc.",False
ClariPi Inc,True
Christine David Opticians Limited,False
Christoph Miethke GmbH & Co. KG,False
OrganOx Ltd,True
ORGENTEC Diagnostika GmbH,True
Circle Specialty Inc.,False
Circus Dental Ltd,False
Cirdan,False
CIS Oncology Ltd,False
Cisa Production S.r.l.,True
Cisbio Bioassays,True
"Cision Vision, Inc.",False
CITEST DIAGNOSTICS INC,True
Citieffe S.r.l.,True
"Citizen Systems Japan Co., Ltd.",False
CitizenAID Ltd,False
"Citotest Labware Manufacturing Co., Ltd.",False
Citra Labs,False
City Ceramics Dental lab Edinburgh Ltd,False
City Ceramics Dental Laboratory Limited,False
City Dental Laboratory Ltd,False
City Dental Laboratory.,False
CIVCO Medical Instruments Co. dba CIVCO and CIVCO Medical Solutions,False
CIZETA Medicali S.p.A,False
CK-Dental Ind. Co. Ltd,False
CL VISION LIMITED,False
CLAI LTD,False
Claire O'Brien,False
Clare Rankin CDT,False
Pfizer Inc,False
Circius Pharma AB,True
Circle Cardiovascular Imaging Inc,True
"ORICH Medical Equipment (Tianjin) Co., Ltd.",True
Skidmore Medical Limited,False
CLARTEIS SAS,False
Class Medical Ltd.,True
CLASSYS Inc.,True
Claudio Segreti,False
CleanCert Hygiene Ltd,False
Cleanhearing GmbH,False
CLEANIS,False
"Clear Guide Medical, Inc.",False
ClearCorrect,False
ClearCut Medical Ltd,False
ClearPoint Neuro Inc.,False
CLEARSIGHT   OPTICIANS.,False
Clearstream Technologies Ltd.,True
Clearwax Ltd,True
CLEMENT CLARKE INTERNATIONAL LTD,True
Clent Life Science,False
CLERAD,False
Clever Culture Systems AG,False
"Click Medical, LLC",False
Clifford Benjamin Ltd,False
Clifton Dental Care Ltd,False
Clinical Computing UK Limited,False
Clinical Denture Centre Ltd,False
Clinical Design Technologies Ltd,True
Clinical Engineering,False
Clark Dental Studio Ltd,False
ClaroNav Inc.,True
Oridion Medical 1987 Ltd.,True
Rayner Intraocular Lenses Limited,True
"CLINIPRO, S.L.",True
Cliniqa Corporation,True
Clinisupplies GB Limited,False
Clinisupplies Limited,False
Clinogen Medical Limited,False
Clinova Limited,False
clive paton,False
Clonallon Laboratories Ltd,True
Clonit Srl,False
Closed Loop Medicine Ltd,False
Cloves Dental Care Ltd,False
CLS Surgical Ltd,False
Clubfoot Solutions Inc.,False
Clyde Dental Practice Ltd,False
CM Technologies lnc.,False
CMB Dental Laboratory Ltd,False
CMC Consumer Medical Care GmbH,True
CMED Aesthetics SRL,False
CMR Surgical Limited,True
CMS DENTAL A/S,False
"CMUK Visual Safety Ltd, also trading as Koolpak Ltd",False
CNSystems Medizintechnik GmbH,True
co leicester ltd,False
Co-Innovation Biotech Co. Ltd.,False
"CoaguSense, Inc.",False
Coakley Opticians Ltd,False
"Coapt, LLC",True
Clinical IT Ltd,False
Clinimed Limited,False
Cochlear Bone Anchored Solutions AB,True
Cochlear Boulder LLC,False
Cochlear Europe Ltd,False
Cochlear Ltd,True
CODAN ARGUS AG,False
CODAN Medizinische Geräte GmbH,True
CODAN pvb Critical Care GmbH,False
"Codonics, Inc.",False
"Cofoe Medical Technology Co., Ltd",False
"Cogentix Medical,Inc.",False
Cognetivity Ltd.,False
Cognitive IVF a.s.,False
Cognito Health,True
"Cognivue, Inc.",False
COHEREX MEDICAL,True
CoLab Dental Technologies,False
Coldplasmatech GmbH,True
Cole Martin Tregaskis Ltd,False
Colgate-Palmolive Manufacturing (Poland) sp. z o.o.,True
Colin Orsbourn,False
Colin Picken Eyecare Limited,False
"Collagen Matrix, Inc.",False
Colligan Dental Laboratory,False
Collins & Kimpton Ltd,False
Knights Prosthetics,False
"Cobes Industries(Hefei) Co.,Ltd.",False
COBI REHAB A/S,True
Knit-Rite LLC,False
Oriental International Supplies Limited,True
Coltene Whaledent Inc.,False
Coltène/Whaledent AG,True
Coltène/Whaledent GmbH + Co. KG,True
COLUMBO LIMITED,False
Com-Bridge International Co Ltd,False
Com-Da Healthcare Co Ltd,False
"Comar, LLC",False
Combat Medical Ltd,False
Combe Incorporated,True
COMBE INTERNATIONAL LIMITED,False
Combe Road Dental Laboratory,False
Combinostics Oy,False
"Combo (Zhongshan) Medical Equipment Co., Ltd.",False
Comecer Netherlands B.V.,True
Comed (Pvt) Ltd,True
Comed Ltd,False
Comerge AG,False
Cometa srl,False
Comfort Rubber Gloves Industries Sdn. Bhd.,True
Comfortex Limited,False
"Comfy Health Group Co., Ltd.",False
Commic International Ltd,True
Common Sense Dental Products,False
Commonwealth Diagnostics International Inc.,False
Coloplast AS,False
Coloplast Corp,True
OriGen Biomedical Inc.,False
Origin Healthcare Services Ltd,False
"Community Products, LLC dba Rifton Equipment",False
CoMoveIT NV,False
Companion Medical Inc,False
Companion Spine France S.a.s.,False
Compedica Limited,False
Complete Crown & Bridge,False
Complete Dental Solutions Ltd  T/A Premplus Dental Labs,False
Complete Denture Care Ltd,False
Complete Eyecare Ltd,False
Compressana GmbH,False
Compression Works Inc,False
COMPTOIR HOSPITALIER ORTHOPEDIQUE ET CIRURGICAL,False
Compumedics Germany GmbH,True
Compumedics Limited,False
"Computer Sports Medicine, Inc.     CSMi",False
Comvita UK Limited,False
Concept Health Technologies Limited,False
Concept Medical B.V.,True
Concepta Diagnostics,True
Concord Neonatal BV,False
Condor MedTec GmbH,False
CONFI-DENT UK LTD,False
Confidence Plus Ltd,False
Confident Laboratories Ltd,False
Confident Labs LTD,False
Origin Packaging Limited,False
Community Dermatology Limited,False
Community Medical Products,False
Origin Sciences Limited,False
ORIGIO A/S,True
Congenica Ltd,False
ConMed Corporation,True
CONNECT MEDICAL SYSTEMS LTD,False
Connexicon Medical Ltd,True
"Conod Medical Co., Limited",False
Conquering Horizons Limited,False
Conroy Medical AB,True
Consolor Ltd,False
Contacare Ophthalmics and Diagnostics,False
"CONTEC MEDICAL SYSTEMS CO., LTD",True
Contemporary Orthodontics,False
contextflow GmbH,False
Continuum Health Limited,False
CONTREL EUROPE N.V,False
Control Bionics Inc.,False
Contura International A/S,True
ConvaTec Limited,True
Conway Optometry Ltd,False
Conway Phillips (Warrington) Ltd,False
Conwell Medical Co Ltd,False
Cook Biotech Incorporated,True
Cook Incorporated,True
Cook Ireland Ltd,True
Cook Vandergrift Inc.,False
Cookgas LLC,False
Confidents Dental Laboratory,False
"ConforMIS, Inc.",False
Orion Corporation,False
Orion Sutures (India) Private Limited,True
"CooperSurgical, Inc.",True
CooperVision Manufacturing Limited,False
Copan Italia S.p.A.,True
Copan WASP S.r.l.,False
Copenhagen Imaging Aps,True
Coral Clinical Systems - A Division of Tulip Diagnostics (P) Ltd.,False
Corbin Clinical Resources,False
Corcym Canada Corp.,False
Corcym Inc.,False
Corcym S.r.l.,True
Cordiana Medical Informatics AG,False
Cordis Cashel,True
Cordis Corporation,False
Cordis US Corp.,True
Core Access Surgical Technologies Inc,False
Core Mobility Solutions Inc,False
Core Protection Systems Limited,False
Core Scientific Creations Ltd,True
"Core Technology Co., Ltd.",True
"Core Technology Co., Ltd.",True
"Coreline Soft Co., Ltd",True
Dan Medica South Ltd,False
Cooper & Barr Ltd,False
Cooper & Thompson,False
Oriplast Gmbh,True
Orkla Care AB,False
Orkla Wound Care AB,True
Orkney Dental Lab,False
"Corista, LLC",False
Corman S.p.A,False
Cormed Ltd,False
"CorneaGen, LLC",False
Corona Studio LTD,False
Coroventis Research AB,True
CorporateHealth International UK Ltd,True
Corsano Health B.V.,False
Corscience GmbH & Co. KG,True
Corsham Dental Ceramics,False
Cortech Holdings Ltd trading as Komodo Healthcare Ltd,False
"CorTechs Labs, Inc",False
Cortex Technology,False
Cortrium ApS,False
"Corvia Medical, Inc.",False
Coselgi A/S,True
Cosi Care Ltd,False
Cosinuss GmbH,True
"COSMED USA, Inc.",False
Cosmetic Dental Clinic - Durham,False
Cosmetic Design Ltd,False
Corin Limited,True
Corindus,True
Coris Bioconcept Srl,False
Cosmetic Ceramics Ltd,False
Orliman,False
Ormco Cooperation,False
Costspex Ltd,False
Coswell S.p.a,False
Coti Vision Ltd,False
Cotronic Technology Ltd.,True
COTSWOLD  DENTAL  LABORATORY.,False
Cotswold Eye Care Centre Ltd,False
Countess of Chester Hospital NHS Foundation Trust,False
COUNTY DENTAL,False
County Sales Ltd,False
Courtrai Dental and implant practice,False
COUSIN BIOTECH S.A.S,False
Cover SRL,False
Covidien llc,False
Covidien llc,False
Covidien llc,False
Covision Medical Technologies Ltd.,False
COVVI Ltd,True
Cowellmedi,False
"Coyote O&P, Inc.",False
Cranberry International Sdn Bhd,False
Cranford Opticians Limited,False
Creagh Medical Ltd.,True
"Create Biotech Co., Ltd.",False
"Create Medic Co., Ltd.",False
Createch Medical,False
Skill-Tech Dental Studio,False
Cosmodent AB,False
Costco Wholesale UK Ltd,False
Ormco Cooperation,False
Ormed GmbH,True
Creative Dental Design,False
Creative Dental Laboratory Ltd,False
Creative Dental Studio,False
Creative Implant Solutions,False
